601870006400040029900299  19940670000001150208000029 PR-05006000000576278.34170058.7911026826
601930140200000001900429  20041140000019430498000029 PR-05357000000571364.04167317.3211026826
602050033000020005500059  20042730000025680568000029 PR-05163000000575794.97164386.3511026826
6020500289000700012000000020190940000022580578000029 06084000000000575647.55164312.3011026826
6020500289001000012000000020190940000000310578000029 06084000100000575639.34164277.6011026826
6020500385000200185000000020200900000018850408000029 PR-05436000000575856.86165387.2611026826
6020800144001700110000000020201320000057820468000029 PR-05690000000570267.28164681.4511026826
601870010300020042500425  20041870000077700638000029 PR-05304000000576356.80169851.5911026826
601950000100020019600196  20042810000001130598000029 06036000100000574015.91169114.6111026826
601950000100020019600196  20042810000001230592210029 06036000100172574015.91169115.0111026826
601840008200080011800836  20040930000000530518000029 PR-05781100000575477.69171945.5111026826
602030060300000031200312  20042680000036820078000029 PR-05127000000575755.45162734.4411026826
601930104100040070400704  20042990000040950418000029 PR-05362000000571752.32168577.8611026826
601860047800030025600301  20043160000000500668000029 PR-05183100000577000.93169815.4711026826
601870048400050001200309  20043130000000660572210029 06086000000351575798.50168481.8111026826
601870048400060001200309  20043130000003260578000029 06086000000000575787.33168468.2711026826
6019300606000300535000000020163140000002380498000029 06212000100000569954.00167096.5611026826
601900072300000030000300  20042680000062280078000029 PR-05113000000571628.61170538.8611026826
6019600231000570008000000020162800000018600658000029 PR-05195100000575109.34167486.4011026826
6018401239000100159000000020163000000001230198000029 06454000000000576225.75169979.1011026826
6018401239000500159000000020163000000011480198000029 06454000000000575871.29170057.1411026826
601930142800000001900482  20043130000022830498000029 PR-05364000000571816.10166706.5411026826
602090020600010016800168  20042950000005750398000029 PR-05076000000571505.73162568.0711026826
602090020800020016800168  20042950000000770468000029 PR-05076000000571948.25162403.3811026826
602090021200000016800168  20042950000007340408000029 PR-05076000000571689.91162531.3011026826
601930139900000031700424  20042100000033410498000029 PR-05368000000571322.08167386.4711026826
6018401153000100576000000020163000000003480678000029 06454000000000576218.18169984.6611026826
6018401154000200576000000020163000000003390672200029 06454000001353576215.55170028.4411026826
601930134100000001900259  20043370000057050498000029 PR-05371000000571828.63166983.0411026826
6019000224000070018000000020171850000009780758000029 PR-05290000000572547.02170546.3711026826
601930133700000001900019  20042020000035580498000029 PR-05367000000571883.07166800.1311026826
601930111100000006400610  20041690000087830498000029 PR-05370000000572161.17168314.7111026826
602110073300000007500298  20041810000043320638000029 PR-05146000000575826.71161984.6211026826
6019400301001200002000000020172440000001440572200029 06067000100113572814.25166069.6311026826
6018600928000100020000000020191780000002970202200029 06172000000371577163.59170018.9611026826
6018600928000100020000000020191780000018450208000029 06172000000000577088.25170041.4111026826
6019200225002900179000000020191780000000030558000029 06094000100000571305.60169593.9011026826
6019200225002600062000000020191780000000420558000029 06094000100000571301.12169592.4511026826
6019200225002800179000000020191780000000890552210029 06094000000050571284.30169564.7411026826
6020900322000000037000000020192490000053160498000029 06062000000000572877.80162623.7511026826
602070043400030004000217  20041520000019580208000029 PR-05083000000571300.11165509.6711026826
6018700326000270047000000020182760000001560548000029 PR-05797000000576090.41169378.1311026826
6018800852000400150000000020183260000000940222200029 PR-05622100511572302.57168761.2611026826
6019200218000400192000000020191780000000900558000029 06094000000000571308.82169602.3411026826
6018800667000200038000000020183380000003240468000029 PR-05624100000573122.01169844.0611026826
6018700696000970006000000020183550000001250482200029 06266000100658575572.11169067.6411026826
6018800584000370059000000020200350000000450622200029 PR-05655000051573598.50169882.0511026826
6018800584000370059000000020200350000000350622200029 PR-05655000126573624.51169916.6611026826
601840093400040073800738  20043430000000650632210029 06165000000757576016.64170360.5811026826
6018900628000200231000000020170370000015830568000029 06145000000000573315.39171750.2311026826
6018400624000470113000000020170130000002110708000029 PR-06630100000575604.29171214.5811026826
6019600075000700138000000020170060000005340198000029 PR-05200000000575667.41167808.3011026826
6020601045000270029000000020163370000020750328000029 PR-05552000000574225.98166756.8911026826
6018700308002300214000000020172760000006220478000029 06249000100000575850.97169599.7511026826
6019300849000500167000000020191490000002050488000029 06245000000000571442.87168338.2411026826
6019300845001100213000000020191490000001660488000029 06245000000000571510.76168431.1111026826
6019301057000800213000000020191490000001070488000029 06245000000000571537.43168443.4411026826
601960013700020004500045  20043660000028860388000029 06020000000000575424.69168160.2511026826
602080082600030052800528  20043380000003900198000029 PR-05231000000570406.61163596.8211026826
601860048200020001200044  20050110000014850758000029 PR-05189000000576899.41169931.6711026826
6019301637000100051000000020172770000000890172200029 06223000000644569018.16169113.0211026826
6019301637000100051000000020172770000001080172200029 06223000000012569023.55169136.7811026826
6019301638000000051000000020172770000062000528000029 06223000000000569023.68169163.7511026826
601880080600030051400514  20043520000000420172210029 06073000000420573125.25169206.4111026826
6018400233000200319000000020172800000000330638000029 06469000100000576124.76171577.4511026826
6018400232000100767000000020172800000035110708000029 06469000000000576104.08171618.8511026826
6018400969000270121000000020172070000009120638000029 PR-06665100000575976.34170640.8511026826
6019300526001000137000000020201080000000150568000029 06276000000000569383.83167511.7111026826
6019300457000100519000000020201080000102480548000029 06276000000000569382.49167567.8211026826
6018600204000300003000000020200620000003220228000029 PR-05552000000578208.35168872.4211026826
6018400969002070157000000020193100000000130638000029 PR-06820100000575994.31170560.0511026826
601960038200000002100163  20043580000011110228000029 PR-05112000000575704.01168098.8211026826
6019301551000400636000000020200660000147100518000029 06266000100000570076.89168914.1911026826
6019301551000500636000000020200660000334050518000029 06266000000000570103.88168842.0411026826
6020800376000270056000000020162640000023220318000029 PR-05607100000570307.73164253.7211026826
6018700070000500080000000020201700000066890558000029 06287000000000576152.12169865.6511026826
6018700070000500080000000020201700000001620552210029 06287000000194576153.01169811.5211026826
6018700070000600080000000020201700000002000528000029 06287000100000576196.42169837.6611026826
6020300164000300159000000020201700000015260518000029 06096000100000575970.10163567.2711026826
601940019000010002300228  20051460000011800448000029 PR-05116000000573526.66167110.6611026826
601860019500030003400311  20052150000000880228000029 PR-05212000000578148.32168926.8211026826
602080132400000029700571  20052340000007700228000029 PR-05254000000570043.05163306.0411026826
602110034900020029300301  20052140000009220398000029 PR-05169000000574272.02161534.1111026826
6020300422000200300000000020163660000008590598000029 06075000100000577239.14163186.8111026826
601870084100010019100595  20052300000078390708000029 PR-05338000000574162.62169288.7711026826
601870084100040019100595  20052300000090600668000029 PR-05338000000574166.08169197.3311026826
601870084700000019100595  20052300000098000468000029 PR-05338000000574220.00169225.0911026826
601930156900000001900707  20043000000035290568000029 PR-05378000000569900.16169450.1811026826
601920039900030006200245  20043570000000600408000029 PR-05112000000571669.30169230.4311026826
6020500305000370031000000020163000000099280508000029 PR-05383000000576181.25164110.1011026826
6020300422000300301000000020163490000008150548000029 06073000100000577252.14163173.8111026826
6018401127000300929000000020163490000010800608000029 06456000100000576044.52170155.8711026826
6018401164000470105000000020163490000008250638000029 06456000100000576071.16170132.1611026826
6018401164001970105000000020163490000000800618000029 06456000100000576058.29170147.6711026826
6019700280000100051000000020163300000068210638000029 06081000000000576751.25167410.1111026826
6019700270000100051000000020163300000010500468000029 06081000000000576706.36167436.2611026826
6019700282000100074000000020163300000000840642210029 06081000000181576603.78167467.7511026826
6019700282000100074000000020163300000001840642210029 06081000000181576620.91167457.9311026826
601870065900010007500075  20050250000076200398000029 PR-05318000000574920.29168937.0411026826
602050036800000002400121  20050120000019490408000029 PR-05172000000576195.52164951.9911026826
